author,published,site_url,label,title_without_stopwords,text_without_stopwords
Jason Easley,2016-10-30T23:43:36.380+02:00,politicususa.com,Real,Democrat Senate accused FBI director james comey law.,Society naza upcoming moon percent bigger percent brighter usual brightest moon years lighting sky treat star watchers globe phenomenon supermoon zenith asia south pacific brightest mode north America dawn international dateline zealand brightest midnight local skies upcoming moon percent bigger percent brighter usual nasa.
Adalia Woodbury,2016-10-30T23:43:47.552+02:00,politicususa.com,Real,Shocker FBI explosive Trump conspiring Putin.,Politics vintage cars parked forecourt buckingham palace london display historic britishbuilt motor vehicles commemorate queen elizabeth iis birthday.
Jason Easley,2016-10-31T01:27:53.964+02:00,politicususa.com,Real,Trump campaign nervous breakdown comey letter fails swing election.,Persian gulf bahraini human activist nabeel rajab prominent bahraini human campaigner nabeel rajab hospital prison heart problems held solitary confinement months account son adam father transferred third police hospital suffering chest pain yearold president bahrain center human repeatedly detained organizing prodemocracy demonstrations publishing posts deemed insulting bahraini authorities pardoned health reasons rearrested following intensive house northwest country reports suggest subjected harassment jail thousands antiregime protesters held numerous demonstrations bahrain daily basis ever since uprising began kingdom demanding khalifah dynasty relinquish power system representing bahrainis established troops saudi arabia united arab emirates deployed bahrain assist manama government crackdown peaceful protesters scores hundreds others sustained injuries arrested result khalifah regimes crackdown antiregime activists loading.
Sarah Jones,2016-10-31T03:32:38.003+02:00,politicususa.com,Real,President Obama terminate FBI director comey.,Iraq iraqi firefighters extinguish fire caused car bomb explosion gas station city hilla car bomb reportedly exploded south iraqi capital baghdad killing mostly shia pilgrims security.
Jason Easley,2016-10-31T03:32:38.280+02:00,politicususa.com,Real,Supreme court decides weigh transgender.,Politics Iranian parliament speaker ali larijani finnish president sauli niinisto shake hands tehran.
Rmuse,2016-10-31T04:57:17.511+02:00,politicususa.com,Real,Donald Trump destroyed fact checker reveals Trump lies times per.,Syria receives treatment hospital following daesh chemical attack sheikh maqsood neighborhood syrias aleppo.
Adalia Woodbury,2016-10-31T05:57:56.791+02:00,politicususa.com,Real,Catholic church uses taxexempt funds marijuana legalization.,Palestinian searches belongings demolished israelis mostly arab east jerusalem alquds neighborhood beit hanina afp.
Hrafnkell Haraldsson,2016-10-31T14:16:16.345+02:00,politicususa.com,Real,Donald Trump whines ISIS cuts heads able waterboard.,Philippine president rodrigo duterte speaks banquet hosted japans prime minister shinzo abe pictured tokyo.
Hrafnkell Haraldsson,2016-10-31T16:14:26.660+02:00,politicususa.com,Real,Turns Trump investigators months destroyed emails.,Syria able allies battle daesh American political analyst james petras pentagons plan launch offensive daesh isil terrorist syria aimed undermining successful attempt syrian government allies defeat terror james petras American political commentator defense secretary ashton carter nbc pentagon planning ground offensive oust daesh syrian city raqqah terror groups stronghold country carter iraq amid ongoing battle retake city mosul daesh raqqah offensive begin iraqs second largest city cleared claimed forces wont directly involved operations ploy northern syria petras arguing seeking undermine international efforts defeat daesh bid reinforce foothold conflictridden country dont believe attack raqqah positive brings closer establishing nofly zone northern syria directly affect efforts syrian government alliesiran russiato defend country analyst noted raqqah problem syrian damascus allowed allies battle petras note carters remarks bear similarities Democratic presidential candidate Hillary clintons plans conflagration east ongoing western efforts syria nature Washington allies fire openly seeking remove president bashar alassad power carters claim ground forces fight daesh American soldiers stationed iraq tasked providing training intelligence iraqi forces loading.
Sean Colarossi,2016-11-01T04:00:05.593+02:00,politicususa.com,Real,Mainstream ignoring lawsuits Trump focus Clinton emails.,India remains indifferent kashmiris problem wed oct kashmiris shout antiindia slogans protest muzaffarabad afp shahana buttpress indiancontrolled kashmir days street tensions indiancontrolled kashmir residents disputed region protests sparked death proindependence leader hands indian security forces kashmir correspondent shahana butt reports delhis indifference kashmiri strengthened peaceful struggle lasting solution dispute.
