author,published,site_url,label,title_without_stopwords,text_without_stopwords
Scott,2016-11-05T09:30:43.598+02:00,thesaker.is,Fake,Cyrus mistry joins aap tata sons shortlists candidates chairmans.,Obama Hillary deceit lies treason anyone thinks foreign countries hacked emails living fantasy land unnessarily national security risk unexcusable action.
Washingtonsblog,2016-10-31T00:29:00.000+02:00,washingtonsblog.com,Real,Poll finds Americans police highest years.,Dont elected fraud elected hes fraud country justice blind rule law prevails well hrc prosecuted thrown prison.
Eric Zuesse,2016-10-31T05:40:12.397+02:00,westernjournalism.com,Real,Millions face obamacare hikes plans architect smiles camera.,Server Obama didnt serial associated hardware factual Obama denied knowledge server knowledge color ribbon cable drive memory associated tax payers didnt cover cost machine glad.
Tina Martin,2016-10-26T22:46:19.905+03:00,westernjournalism.com,Real,Money laundering scheme exposed proclinton super pacs nonprofits implicated.,Borderlinemoron leftleaningdemocrat obamba didnt witch covens server single printed consumption unique clandestine address obamba often cognizant sendto address.
Matthew Everett,2016-10-26T22:46:58.887+03:00,westernjournalism.com,Fake,Hillary spy info.,Trump Clinton risk disaster larry elder Hillary never anyone juanita broaddrick published mins larry elders alerts bonus signing larry elders alerts also signed offers wnd.
Rejean Paquette,2016-10-26T22:46:58.915+03:00,westernjournalism.com,Fake,Flashback jorge cabrera scandal.,Field gingrich slutshames megyn kelly adele stan misogyny isnt baked Trump brand Trump brand published mins American prospect campaign surrogate oncepowerful white answer allegations candidate sexual predator sexlaced attack female youre misogynist desperate misogynist thats former house speaker newt gingrich looking discussion Republican presidential nominee Donald trumps sinking poll numbers gingrich accused fox channel host megyn kelly fascinated sex dared mention trumps fortunes began falling infamous access hollywood featuring Trump boasting selfproclaimed prerogative sexually assault women public dozen women forward allege Trump assaulted liberties bodies.
Judi Shirley,2016-10-26T22:46:58.986+03:00,whatreallyhappened.com,Fake,Ron brown evidence cover.,Clinton transmitted classified info lawyers andrew mccarthy theres attorney exception criminal law prohibits action published mins national legal rationale Hillary Clinton intentionally classified lawyers david kendall cheryl mills heather samuelson outlined weekends column clintons emails replete classified FBI classified emails intelligence graded closely guarded level topsecret emails designated access program sap FBI director james comeys presentation understandably vague likelihood topsecret emails sap president bill clintons executive order topsecret intelligence mishandling expected cause exceptionally grave damage national security sap designation unauthorized disclosure intelligence compromise critical methods imperil intelligence.
Joan Workman,2016-10-26T22:46:59.072+03:00,whatreallyhappened.com,Fake,Voter fraud crash course.,Sidebyside bill Clinton danney williams york suspended account danney williams yearold claimed since black son former president bill Clinton citing repeated severe violations andor community guidelines declared account cannot restored decision blocked nineminute feature banished untold danney williams million views since williams posted produced filmmaker joel gilbert drew views per viewer overwhelming majority expressing williams outrage clintons willing allow dna determine paternity reporting sign alerts americas independent network account deleted appears places alone williams notified youtubes decision cant handle truth please billclintonson also continues allow williams banished danney williams displays message longer account associated terminated sorry running danney williamsclintons well channel operated gilbert attempt silence danney williams gilbert wnd williams online appeal asking account suspended demanding immediately reinstated behavior youtubegoogle suspending danneys account outrageous zero violations alone severe guidelines gilbert gilbert outspoken charging partisan political motives suspension explanation Clinton campaign requested youtubegoogle silence danney plantation danney Hillary Clinton aunt chased grounds arkansas governors mansion gilbert danney cannot silenced longer Hillary sweep danney williams rug going bill Hillary Clinton banished color skin danney williams feature wnd oct hours third final presidential debate attorneys williams las vegas announce intention paternity suit demanding dna evidence former president accompanying dramatic announcement rap music celebrating williams viral definitive dna wnd dna conducted despite reports contrary williams claim surfaced Clinton defenders since contended tabloid star magazine conducted dna showdown proving bill Clinton williams father citing star magazine editor phil bunton saying match nothing close bunton wnd blood obtained Clinton star magazine never published documenting laboratory dont ever seeing laboratory done clintons dna bunton wnd bunton owner rivertown magazine haverstraw york affirmed wnd tabloid relied dna evidence Clinton published independent counsel kenneth starr extracted infamous monica lewinsky blue dress phone calls york times wanting going dna bunton recalled wnd going son dna dna released kenneth starr second dna laboratory tests FBI Clinton public record leaves doubt starr withheld robust conducted FBI rules figures challenged Democratic party leftleaning narrative also trouble outlets james okeefe project veritas exposed Clinton campaign voter fraud agitation series hiddencamera okeefe preparing release revelations voter fraud oct shut account claiming violations rules notice delete tweets violation rules prohibit harassing users threatening users disclosing users private violating rules okeefe relies bypass directly public okeefe project veritas unable third series calling apparent block bizarre okeefe forced delete critical Hillary Clinton staffer regain account suspended account suspended hours release hiddencamera exposed Clinton ally saying executive action guns daily caller project veritas posted undercover oct proving Hillary Clinton supporters inciting violence Donald Trump rallies gain negative coverage millions viewers hours didnt googles list google owns noted trend google breitbart blogger milo yiannopoulos suspended permanently minutes gays Trump party Republican national convention months makers movie ashamed victim columbine killers colorado unable movie trailer movies entire channel suspended among conservatives censored conservative activist Trump supporter lauren southern ban complained friends account censored locked yearold black schoolers account posting supporting rudy giulianis Obama doesnt America admin protrump banned saying Trump antimuslim antiisis.
Mike Rivero,2016-10-29T20:27:23.333+03:00,whatreallyhappened.com,Fake,National attention ayotte hassan Senate race.,Ever noticed Washington always plan solve everybodys problem federal government always tempting problems imagined beltway solve afar recall course former attorney general eric holder going police shootings America sensitivity training power force federal government investigations loretta lynch successor also Hillary clintons guardian angel police shootings America business power Washington latest pet project assembling national database interactions law enforcement civilians accurate comprehensive data force law enforcement essential informed productive discussion communitypolice relations lynch days ahead department justice alongside local state tribal federal partners ensure system collect data comprehensive responsive needs communities serve irony lynchs goals law enforcement agencies thoroughly died interaction lynch presides egregious coverup outrageous police shooting case ever life namely killing miriam carey black mother baby tow gunned Washington cops secret service agents nations capital lynch wants reports wnd pursuing freedom act requests finally stonewalled years lawsuit public miriam carey unfortunately lynch holding things missing evidence memo findings evidence conclusions carey shooting investigation evidence reasoning department justice decline criminal charges officers justifiable homicide whether evidence officers deadly force whether officers violated agencies shooting capitol police guard intersection constitution ave maryland ave street stills released officers life danger doj claimed fired fatal shot careys head witnesses scene carey driving officer doj claimed police statements police officers fired shots carey capitol police secret service officers names also redacted redacted attorney Washington mayors office redactions names order protect redacted names riddled blackedout sections missing pages blacked pages mostly blacked pages partially blacked blackedout pages heading marked evidence date witness statements astonishing witness accounts missing police police stated seventytwo witnesses incident statements captured andor recordings copies aforementioned recordings usao copies aforementioned recordings stored case technical unit tsu located iad witness statements materials wnd leaving missing transcripts none actual transcripts witnesses words paraphrased versions former nypd officer sanders described cop talk White House guard stills released whether anyone manning carey drove whether drive offduty guard dragged gate whether sped speed witness police radio recordings recordings transcripts radio transmissions pursuit shooting carey foia material also transcripts computer transmissions instant messaging squad cars police headquarters ballistics forensics reports justice department Washington metro police department responses foia requests ballistics forensics facts reports justice department holder lynch propensity willingly releasing facts reports public press weve years stonewall coverup horrendous unjustifiable outrageous police shooting jurisdiction backyard continues expect eric holder loretta lynch justice police shooting victims jurisdiction track record wishing joseph farah please joseph farahs daily commentaries bonus signing joseph farahs alerts also signed offers wnd.
Mike Rivero,2016-11-02T23:17:00.000+02:00,whatreallyhappened.com,Fake,Honest elections.,Government thugocracy erik rush envisions Clinton using court bludgeon liberty published mins erik rush columnist author sociopolitical fare latest book negrophilia slave block pedestal americas racial obsession national attention sen barack obamas ties militant chicago preacher rev jeremiah wright initiating feeding frenzy erik fox hannity colmes cnn veteran numerous radio appearances strongly supreme court needs American powerful corporations wealthy means supreme court behalf womens behalf lgbt community citizens united decision undermined election system country permits unaccountable money electoral system Hillary Clinton salvo Democratic presidential nominee Hillary Clinton answer question posed fox chris wallace Donald Trump third presidential debate chilling exemplar hypocrisy fond leveling accusation conservatives employing dog whistle politics rhetoric allegedly contains esoteric derogatory messaging targets specific subgroup opposition clintons response wallaces question supreme court country views constitution ought interpreted tactic womens lgbt community curious focus court since objectively women wouldnt oppressed nominated president lgbt community accounts less percent American population clintons answer focus believes court becomes empress womens course dog whistle unfettered abortion lateterm abortion essentially infanticide.
Mike Rivero,2016-11-04T01:42:42.571+02:00,whatreallyhappened.com,Fake,Wars bankers wars.,Unwilling trip memory lane debut Hillary speaks wellesley graduation insults edward brooke senates lone black watergate committee chief counsel jerry zeifman hillarys performance liar unethical dishonest lawyer conspired violate constitution rules house rules committee rules confidentiality cattlegate wife arkansas governor invests cattle futures makes whitewater clintons borrow money launch whitewater development corporations prison clintons dont bimbo eruptions bill Hillary swear steve kroft minutes bill nothing gennifer flowers private investigators Hillary tells cbs steve kroft bills women reassure friends also hire pis bribe andor threaten twodozen health care reform Hillary heads secret healthcare task force sued successfully violating meeting laws subsequent plan democraticcontrolled house waco hillarys doj authorizes armed assault religious community waco dead half racial minorities travelgate Hillary orchestrates firing travel office employees replaces independent counsel robert ray calls sworn testimony factually cant prove reasonable doubt knowingly vince foster White House counsel reputed Hillary lover dead fort marcy park doj opens separate investigation obstruction justice Hillary cohorts blocking foster office chinagate Hillary meets disgraced fixer webb hubbell Clinton indonesian money james riady gives hubbell job hubbell never talks reads nyt headline payment exclinton aide linked Chinese project filegate Hillary henchman craig livingstone improperly requests receives FBI background reports hundred individuals multiple investigations elections healthcare fiasco dems Senate house years chinagate Hillary convenes secret meeting bill dick morris launch thompson committee calls corrupt political campaign modern history sign precedentsetting petition supporting trumps independent prosecutor investigate Hillary Clinton donation travel clintons trade missions morphs discreet expectation price admission independent counsel investigates thompson committee clintons pulled barriers illegal contributions pressured makers suspicion selling access highranking well blizzard lies Hillary dodges imaginary sniper fire bosnias tuzla airport ron brown death days embattled commerce secretary ron brown hates Hillary clintons motherfing tour leaves tuzla final fatal flight croatia enron connection brown croatia broker sweetheart neofascists country enron corporation despite death ends badly ron brown coverup pathologists apparent bullet hole browns head buried autopsy head xrays pathologists.
