author,published,site_url,label,title_without_stopwords,text_without_stopwords
Shirley Barnett,2016-11-02T22:41:00.000+02:00,adobochronicles.com,Fake,Philippines voids building permit Trump tower makati city shirley barnett.,Adobochron manila philippines adobo chronicles manila bureau rappler ceo maria ressas widelyquoted haunt halloween ressa vocal proliferation fake sites trolls online organization lagging behind reader engagements critical blogger mocha uson million twice rappler philippine government rappler appears violated philippine constitution xvi section philippine constitution states mass whollyowned managed citizens philippines rappler partlyowned foreign company omidyar network rappler rappler rate.
Adobochron,2016-11-06T23:48:58.529+02:00,adobochronicles.com,Fake,Philippine government maria ressa rappler adobochron.,Adobochron comerford Washington adobo chronicles knowledge ronald reagan mac ncheese bill Clinton heart bypass indulged jalapen cheeseburgers barack Obama White House executive chef cristeta comerford indicated Obama favorite food loves filipino cuisine comerford filipino American served executive chef presidents george bush Clinton Obama asian descent served White House executive chef halohalo filipino foods president list halohalo filipino hawaiian shaved ice comerford filipino foods fancied Obama comerford following list halohalo shaved ice dinuguan pork blood stew balut duck embryo kinilaw kambing cevichestyle goat meat tocino sweet cured pork laing spicy taro leaves pinakbet filipino ratatouille crispy pata deepfried pork knuckles karekare tripe vegetables peanut sauce often filipino food served obamas comerford wink eye thats classified rate.
Rebecca Bennett,2016-11-12T00:27:00.000+02:00,adobochronicles.com,Fake,Elected president Donald Trump White House rebecca bennett.,Adobochron moyers Washington adobo chronicles Washington bureau billy bill moyers American journalist political commentator served White House press secretary johnson administration also network commentator years moyers extensively involved public broadcasting producing documentaries journal programs numerous awards honorary degrees investigative journalism civic activities well trenchant critic corporately structured well highprofile American flee result election Donald Trump president United States moyers farewell America.
Eligio Abellera,2016-11-15T18:56:14.861+02:00,adobochronicles.com,Fake,White House executive chef reveals obamas favorite filipino foods eligio abellera.,Adobochron comerford deen Washington adobo chronicles Washington bureau Donald melania Trump officially White House pancit chicken adobo menu potato tot casserole pumpkin pie presidentelect informed adobo chronicles firing filipina White House executive chef cristeta comerford replaced paula deen American celebrity chef former cooking host paula deen headlines surfaced deen deposition admits using nword making racist antisemitic jokes also allegedly described interest hiring black waiters dressed slaves weddingjun Trump criticized racist remarks presidential campaign birds feather rate.
Sue Penn (,2016-11-13T07:32:00.000+02:00,adobochronicles.com,Fake,Respected journalist bill moyers highprofile American flee trumps election sue penn suepennontwitte.,Adobochron cupertino california adobo chronicles san jose bureau technology giant apple innovation constantly reinventing products strategy spelled companys tremendous success globe occasionally apple immerses politics current political atmosphere following election Donald Trump president times term altright alternative familiar phrase alternative commonly altright farright ideologies groups individuals core belief white identity attack multicultural forces using political correctness justice undermine white civilization characterized online memes altrighters eschew establishment conservatism skew embrace white ethnonationalism fundamental value keeping political atmosphere apple replacing keyboards desktops laptops iphones ipads design adds altright key key located lowermost corner keyboard apple ceo tim cook addition allimportant key enable alternative ideologies idiosyncrasies identify sending emails texts posting hitting altright key automatically hashtag alternativeright whatever typing keyboard welcome century rate.
Koel,2016-11-25T08:08:35.160+02:00,adobochronicles.com,Fake,Philippines department tourism unveils promo slogan double entendre koelwritingsouls.,Curious letita causes angst country problems administered away Hillary Obama body effort problem country population believes Trump.
Daniel Haiphong,2016-10-27T03:00:00.000+03:00,ahtribune.com,Fake,Things expect Hillary Clinton presidency.,Shares Donald Trump gains press hilary Clinton rides political wave responses deflections denials question largely trumps obnoxious candor grandiose proclamations working favor disgruntled democrats wing firebrands notorious glenn beck question wolf sheeps clothing Trump unbelievably constantly focus question candidates world devastation suspect Hillary Clinton inclined involving Americans military conflict doesnt constantly demonizes Russia threats military action clintons words youve reports Russia hacked things China hacked things Russia hacked Democratic national committee state election systems weve step game well defended fight president United States treat cyber attacks attack political economic military responses military responses nation verge war decades military response Russia suspected hacking Hillary Clinton betrayed mindset debate Donald Trump words war disastrous consequences stems wikileaks release emails attachments leaders Democratic national committee Clinton russians national mainstream parroted words American medias political conditioning system finest convincingly reaching tens millions Americans nobody knows blame properly attributed russians USA elizabith weise computer security researchers definitively cyber theft files Democratic national committee subsequently posted online wikileaks Russian hackers outlets russias leader vladmir Putin tipped scales direction well war ended peace Russia priority presidential candidate truth American politicians perpetually convinced making political moves road block highway peace vietnam war Putin petersburg international economic forum nature scold United States unilaterally withdrew abm treaty delivered colossal blow entire system international security blow comes assessing strategic balance power world things expect Hillary Clinton presidency Hillary Clinton indicted Hillary Clinton ushered party dictatorship monopoly capital voting lesser evil Clinton warmongering unfounded allegations world rivals air decadesold history rivalry eastern western jet fighter design technology American designs fastest jet fighter ever Russian mig mach iii times speed sound demands lessen life aircraft mig flown anything close speed interceptor supreme allied fighter sky outrun korean war soviet migs initially dominated skies Russian Chinese pilots often controls migs deadly least sixteen American fighters mustangs shot soviet mig interceptors soviet wwii ace mayor nikolay stroykov wwii prop planes mustang shooting star thunderjet jet fighters job hands fighting robust highly maneuverable mig fighters everything changed air force launched sabre wikipedia explains sabre pilots enjoyed advantages learned exploit fullest foremost among radar ranging gun sight caliber machine guns ensured bursts fire target pilots also equipped gsuits prevented pilot blackout highspeed turning maneuvers anybody ever fully agree casualties ratios mig alley korean war soviets claimed united nations planes types shot sabres usaf admits losing less aircraft air combat pilots claimed migs shot gunners claimed numbers reduced migs Chinese air force claimed kills vietnam competitors varied mig mig fighters widely north vietnamese air force fought planes super sabre tiger phantom believe western.
Ahtribune.Com,2016-10-27T03:00:00.000+03:00,ahtribune.com,Fake,Executes iraqi civilians hammam alalil arij village official.,Yemeni army forces allied fighters committees reportedly launched locally designed manufactured ballistic missile area saudi arabia response riyadh regimes atrocious aerial bombardments crisishit arab country shares yemeni soldiers allies fired borkan volcano missile king abdulaziz international airport located kilometers north western saudi port city jeddah arabiclanguage almasirah television network military.
Catherine Shakdam,2016-10-28T03:00:00.000+03:00,ahtribune.com,Fake,Yemeni forces fire ballistic missile saudi arabia jeddah airport.,Shares iraqi outlets ISIS executed civilians electrocution central mosul ISIS militants electrocuted civilians almagmoa althaqafiya area central mosul collaborating security forces kurdish peshmerga fighters sumaria stated sumaria ISIS militants keeping civilians prison mosul months parliamentary human committee ISIS executed civilians hamam alalil area alarij village south city mosul prime minister haider alabadi international coalition liberating isisheld areas city human office preliminary reports scores mass killings ISIS mosul human rupert colville regular briefing geneva bodies civilians bullet wounds discovered iraqi security forces tuloul naser village police officers held city also reportedly press recommended ISIS executes iraqi civilians hammam alalil arij village official ISIS terrorists commit atrocities province nineveh executed area hammam alalil aht staff Muslim iraqi soldiers erect cross church newly liberated karamless village mosul iraqi army troops stormed Christian region ISIS control since operations aht staff nouri almaliki former prime minister iraq head alqanoon parliamentary coalition stated speech aht staff commander john nicholson ISIS attempting establish khorasan caliphate afghanistan.
Ahtribune.Com,2016-10-29T03:00:00.000+03:00,ahtribune.com,Fake,ISIS executes civilians electrocution central mosul.,Abdullah muhammad almuhaysini senior qaedalinked cleric religious leader jeish alfatah terrorist admitted militants syria financial military aid saudi arabia persian gulf arab states shares syrian dissidents enab muhaysini released appreciated riyadh arab states equipping comrades missiles saudi preacher missiles syrian army allies siege aleppo also thanked turkey supporting terrorists treating wounded militants hospitals jaish alfatah conglomerate terrorist groups alnusra fatah alsham comprising body relevant remarks.
Kim Petersen,2016-10-30T02:00:00.000+02:00,ahtribune.com,Fake,Point brief voting avoid corporate evil.,Gruesome shows turkish soldiers execute female kurdish pkk fighters shooting heads shares amateur footage emerged showing appears turkish soldiers executing female pkk insurgents pointblank range almasdar released footage able independently verify ceasefire turkey pkk ended clashes since claimed hundreds sides pkk operates primarily mountanious terrain southeastern turkey often uploads footage kurdish fighters ambushing turkish government troops erdogan vows price coup plotters tension kurdish fighters turkish government always years cases turkish court banned coleader turkeys prokurdish opposition traveling abroad court case accused armed terrorist hurriyet daily reuters figen yuksekdag cochair peoples Democratic party hdp facing jail years southeastern border town suruc prosecutor case requested ban hdp described courts decision bar yuksekdag foreign travel political arbitrary saying formal appeal overturn comes days comayors diyarbakir largest city southeast detained security crackdown turkeys largely kurdish southeast rocked violence following collapse ceasefire state kurdistan workers party pkk president tayyip erdogan accused hdp political extension outlawed pkk repeatedly prosecution members also removal elected civil servants accused links pkk vital battle hdp lawmakers cochair selahattin demirtas also prosecuted largely terrorism charges parliament lifted immunity hdp deputies immunity mps parties turkish soldiers others wounded mortar fire pkk militants southeastern town cukurca security.
Paul Craig Roberts,2016-10-30T02:00:00.000+02:00,ahtribune.com,Fake,Jaish alfatah leader admits receiving financial military aid saudi arabia.,Shares amateur footage emerged showing appears turkish soldiers executing female pkk insurgents pointblank range almasdar released footage able independently verify ceasefire turkey pkk ended clashes since claimed hundreds sides pkk operates primarily mountanious terrain southeastern turkey often uploads footage kurdish fighters ambushing turkish government troops bombers police blew turkey dispute kurds coup attempt threatens usturkey alliance attempted coup tat turkey band together erdogan vows price coup plotters tension kurdish fighters turkish government always years cases turkish court banned coleader turkeys prokurdish opposition traveling abroad court case accused armed terrorist hurriyet daily reuters figen yuksekdag cochair peoples Democratic party hdp facing jail years southeastern border town suruc prosecutor case requested ban hdp described courts decision bar yuksekdag foreign travel political arbitrary saying formal appeal overturn comes days comayors diyarbakir largest city southeast detained security crackdown turkeys largely kurdish southeast rocked violence following collapse ceasefire state kurdistan workers party pkk president tayyip erdogan accused hdp political extension outlawed pkk repeatedly prosecution members also removal elected civil servants accused links pkk vital battle hdp lawmakers cochair selahattin demirtas also prosecuted largely terrorism charges parliament lifted immunity hdp deputies immunity mps parties turkish soldiers others wounded mortar fire pkk militants southeastern town cukurca security.
Harun Yahya,2016-10-30T02:00:00.000+02:00,ahtribune.com,Fake,Gruesome shows turkish soldiers execute female kurdish pkk fighters shooting heads.,Bill Clinton members pursued antiindia activities secretary state Hillary president doubt bully india shares weeks president Trump president Clinton Donald Trump perceived candidate corrupt establishment Hillary Clinton fabric establishment corrupt candidate president history country president Clinton weeks return hostile climate india overseen husband office relationship india considerable downslide Clinton bother appointing ambassador india opposing india multiple fronts leading anger indian establishment initially intent disarming weakening india preventing access technology also mounted sustained attack indian economy imposing economic sanctions senator joe biden vice president barack Obama introduced amendment bill granting aid Russia making aid conditional fact Russia cryogenic engines indias space programme Clinton administration hellbent hurting development indias space technology sectors blocked cray supercomputers approved ronald reagan administration india also targeted economic sanctions threatened super clause American trade law economic sanctions borne Clinton attacked indian textile carpet industries dunkel draft super wto patent laws synonyms attempts retard indian economy protests india india justified believing indous relations hit lowest point things dramatic bill clintons second term office madeleine albright secretary state increasingly hostile india pseudoracist television outbursts fact attacking india leaving office plebiscite kashmir justifying actions violent groups process clintons policies death sentence Americans things expect Hillary Clinton presidency Hillary Clinton indicted Hillary Clinton ushered party dictatorship monopoly capital bloodsoaked albright advocated bombing yugoslavia investment firm attempt takeover mines country clintons also knows abuse power lest forget albright also justified deaths half million iraqi claimed deaths worth icing cake nasty albright threatened women America claimed hell vote Hillary Clinton talk joe biden frame secretary state Hillary Clinton biden antiindia agenda thwart development indias space programme technological advancements course hillarys closest confidante duplicitous lady huma abedin pakistani descent links radical elements pakistan saudi arabia abedin playing role determining American foreign antimodi point Hillary Clinton hawkish henry kissinger supports oeuvre secretary state kissinger hostile india racist statements tape setting indianamericans opposed candidacy Hillary Clinton Donald Trump contrast policies clintons Trump promised india stated looks forward working prime minister narendra modi Trump also hindus always risk unknown Trump change wants Hillary presidency step india order india constructive relationship requires countries intentions india cannot forward looking relationship Hillary Clinton running corridors power hand Donald Trump articulated intent stance holds promise india.
Saurav Dutt,2016-10-31T02:00:00.000+02:00,ahtribune.com,Fake,Hillary Clinton india heres.,Shares heartwarming moment amid carnage battle liberate mosul iraqi lieutenant elite golden division forces fighting iraqs second city ISIS stationed checkpoint bartella kilometers east city spotted familiar faces amid refugees fleeing citys outskirts mother father nephew soldier separated years soldier salam cnn producer captured moment embracing adults mother father brother picks nephew holds walking away falls knees kisses picking carrying away joy faces Muslim iraqi soldiers erect cross church newly liberated karamless village mosul thousand iraqi civilians treated breathing problems ISIS torches sulphur plant mosul ISIS executes plotters buries mass grave amid reports rebellion mosul usled air raid kills iraqi progovernment fighters salam cnn flewitd bazwaya mere hour ISIS house ordered mosul father ISIS fighters minutes father house collect coalition air strikes hit ISIS positions city giving opportunity escape salam half years living nightmare cant believe alive iraqi forces doorstep isisheld mosul closest theyve since launching operation weeks wrest city years ISIS rule.
