author,published,site_url,label,title_without_stopwords,text_without_stopwords
Alex Ansary,2016-11-02T18:36:20.532+02:00,amtvmedia.com,Fake,Russias potent weapon hoarding gold.,Wikileaks documents reveal united nations interest ufos huffington revelations hacked emails released wikileaks sparked conversations ufos speculation extraterrestrials visiting earth overlooked wikileaks items relevant topic released wikileaks posted half million state department diplomatic documents detailing americas interactions countries world grenada prime minister eric gairys efforts organize united nationsbased committee research investigate global ufo reports documents American indicated closely monitoring grenadas uforelated activities document nov involvement helping grenada produce credible ufo presentation opportunity gairy york present idea attention ufo crusade ambassadors copy documentary record album ufos credibility factor produced cbs inc gairy convinced credible speakers agreed proposal.
Alex Ansary,2016-11-02T18:36:20.940+02:00,amtvmedia.com,Fake,China airport security robot gives electroshocks.,Suspect captured ambushstyle killings iowa cops USA authorities captured yearold male suspect incident hours earlymorning ambushstyle killing police officers des moines metro area suspect backtoback killings identified scott michael greene urbandale police sgt chad underwood capturing police described greene driving blue ford iowa license plate armed greene custody dallas county sheriffs department walking rural road redfield miles west shootings occurred police greene flagged passing department natural resources officer handed officer police shots fired struggle police suspect ambulance des moines hospital unknown injury conference police identified slain officers urbandale police officer justin martin des moines police sgt anthony tony beminio attacks began police departments cities responded reports gunfire intersection street aurora avenue urbandale officers arriving scene martin fatally wounded minutes miles away beminio shot intersection merle hay road sheridan ave responding reports officers shooting beminio transported iowa methodist medical center died scott michael greene.
Alex Ansary,2016-11-02T18:47:19.431+02:00,amtvmedia.com,Fake,Wikileaks documents reveal united nations interest ufos.,Bundy brothers discharged oregon jail headed nevada marshals oregonlive ammon bundy older brother ryan bundy acquitted federal conspiracy weapon charges takeover malheur national wildlife refuge longer custody downtown portland jail bundys discharged multnomah county detention center custody marshals service jail spokeswoman flown nevada theyre among indicted federal charges armed standoff federal agents grazing father cliven bundys ranch nevada face felony counts extortion obstruction justice conspiracy commit offense United States conspiracy impede injure federal officer assault federal officer threatening federal officer.
Alex Ansary,2016-11-02T19:14:58.033+02:00,amtvmedia.com,Fake,Suspect captured ambushstyle killings iowa cops.,Warning threat Hillary hints second civil war Trump wins speaking supporters cincinnati Democrat Hillary Clinton hinted second civil war gop nominee Donald Trump wins charlie spiering divisive vision America tear country apart Clinton supporters cincinnati ohio halloween Clinton referred civil war suggesting country faced threat divisiveness Donald Trump abraham lincoln house divided cannot greatest challenges challenge posed slavery fought civil war warned voters country divisions country seriously also stock divided kinds divisions healed together failing admit divided America race class gender also claimed Trump nuclear war foreign leader skin discussion topic fearmongering dont rally kent ohio barracuda brigade observed liberals Clinton always projecting anything accuse suggests message change fact Trump great talking policies issues Clinton done nothing engage fearmongering fingerpointing clintons hint warning threat.
Alex Ansary,2016-11-02T19:14:58.593+02:00,amtvmedia.com,Fake,Bundy brothers discharged oregon jail headed nevada marshals.,Militia girds trouble presidential election nears reuters georgia country road camouflaged members percent security force mobilized rifle practice handtohand combat training impromptu campaign rally Republican presidential candidate Donald Trump voting Trump oohrah asks chris hill paralegal code bloodagent oohrah shout dozen militia members response sunlight sifted trees weekend divisive presidential election memory nears conclusion armed militia groups preparing possibility stolen election nov civil unrest days following victory Democrat Hillary Clinton wont fire shot theyre planning guns trumps populist campaign energized militia members hill admire Republican moguls promise deport illegal immigrants muslims entering country wall mexico border Trump repeatedly warned election rigged respect results least paramilitary oath keepers members monitor voting sites signs fraud armed paramilitary groups gained prominence fueled confrontations ruby ridge idaho waco texas culminating militia sympathizers bombing federal office building oklahoma city numbers dwindled following attack spiked years driven fears president barack Obama threaten gun ownership erode power local government southern poverty law center tracks extremist groups estimates active militias years armed groups confronted federal authorities series landuse disputes western United States federal fear clashes militants acquitted conspiracy charges occupying federal wildlife refuge oregon fear Clinton push county chance America ruin hill able survive suffer years Obama going insane Hillary going extremist groups emboldened oath keepers prominent antigovernment force guntoting members race riots ferguson missouri members monitor voting sites election signs fraud hour south atlanta percent security force campfire taking turns shooting automatic pistols rifles makeshift target range whooped approval blasts members highpowered rifle knocked tree operates independently affiliated national armed movement calls members defend individual face overreaching federal government movement draws notion percent American population fought revolutionary war britain amid war games hill weighed plans armed Washington Clinton wins doesnt members leading defend protesters hesitate act president Clinton tries disarm gun owners render assistance fellow countrymen prevent disarmed fight die process hill founded militia years trumps candidacy emboldened extremist groups openly challenging rule law ryan lenz researcher southern poverty law center prior campaign season ideas relegated political fringe American political landscape ideas legitimized prominent Trump supporters hinted violence Trump loses grabbing musket former illinois joe walsh conservative commentator wayne root fantasized clintons death speaking Trump rally las vegas georgia percent security force wrapped rifle practice midday sun headed trees tackle obstacle course loaded pistols sides whatever weve building marines going train harder increase operational capabilities event never.
Alex Ansary,2016-11-02T19:24:00.901+02:00,amtvmedia.com,Fake,Warning threat Hillary hints second civil war Trump wins.,Donald Trump kgb spy todays christopher greene amtv reports Hillary Clinton campaign accusation Donald Trump kgb spy baseless claim salem witch hunt mccarthy era Hillary Clinton losing lobbing conspiracy theory citizen quasar things Trump landslide election stolen.
Alex Ansary,2016-11-02T19:24:01.278+02:00,amtvmedia.com,Fake,Militia girds trouble presidential election nears.,Putin grants steven seagal Russian citizenship daily mail president vladimir Putin signed decree granting Russian citizenship American action hero actor steven seagal latest highprofile passport handout western celebrity hollywood star seagal judoloving kremlin tough guy Putin struck bromance years seagal visiting Russia repeatedly defending moscows annexation crimea ukraine asking insistently lengthy period granted citizenship kremlin dmitry peskov journalists well feelings country never dual citizenship Americans allowed hold dual citizenship steven seagal Russia law mention dual nationality citizens nationality citizens pledge loyalty renouncing allegiances symbolic contractual cases citizen forfeit citizenship becoming citizen nation instances American citizen joins armed forces foreign nation declaration allegiance foreign state express purpose relinquishing nationality seagal latest string highprofile westerners granted Russian citizenship buddying Putin veteran french actor gerard depardieu Russian passport star tax exile ire rate hikes native country Putin also handed citizenship American boxer roy jones sipping tea crimea American mixed martial artist jeff monson seagals fame peaked films siege law remains hugely eastern europe granted serbian citizenship depardieu previously hung Putin fellow martial arts fan strongmen leaders former soviet union russias annexation crimea seagal Putin great living world leaders performed blues band annexed black sea peninsula veteran belarussian leader alexander lukashenko seagal eat homegrown carrots awkward encounter drew mockery online.
Alex Ansary,2016-11-03T03:45:27.666+02:00,amtvmedia.com,Fake,Donald Trump kgb spy.,Msm caught preparing Hillary victory results prior election todays christopher greene amtv reports mainstream caught preparing Hillary Clinton election results prior juror explanation ammon bundy verdict oregonlive juror public explanation behindthescenes discussions doug casey civil war cards election lew rockwell.
Alex Ansary,2016-11-03T21:03:58.143+02:00,amtvmedia.com,Fake,Putin grants steven seagal Russian citizenship.,Julian assange prerecorded todays christopher greene amtv reports prerecorded julian assange aired prior election juror explanation ammon bundy verdict oregonlive juror public explanation behindthescenes discussions doug casey civil war cards election lew rockwell.
Alex Ansary,2016-11-04T02:44:43.932+02:00,amtvmedia.com,Fake,Msm caught preparing Hillary victory results prior election.,Analyst Americans candidate press Democratic presidential candidate Hillary clintons unpopularity among American voters polls putting par Republican rival Donald Trump final preelection york timescbs poll released overwhelming majority American voters disgusted state politics Trump Clinton dishonest percent voters presidential campaign repulsed poll hated politicians running president representing largest political parties mockery democracy electoral process hoenig press Hillary Clinton lied stole nomination democrats Trump bullied insulting interest America fellow Republican opponents third parties gary johnson libertarian party laughing stock ignorance foreign poll numbers dropping party candidate jill stein green party seeing actual rise numbers spite lies smears coming mostly democrats assistance stream race tightening surprise often happens reasons becoming assured disgusted choices stated regardless wins probable itll Clinton Trump countrys nightmare begin jan inauguration Clinton wouldnt ink articles impeachment isnt dried criminal charges presented presidential pardon outgoing president Obama analyst noted president ford leader house representatives impeachment whatever Congress wants simply whiff impropriety criminal behavior partisan congressman reason impeachment compound actual indictment guaranteed commentator Trump problems inaugurated positions outlandish party rejected pounce anything jeopardize chances party individually offyear elections inward nation degenerated point majority Americans candidate concluding remarks.
